"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"60-64 years "	"60-64"	"2000"	"2000"	"Female"	"F"	"Black or African American"	"2054-5"	9229	611886	1508.3
	"60-64 years "	"60-64"	"2000"	"2000"	"Female"	"F"	"White"	"2106-3"	44635	4817566	926.5
	"60-64 years "	"60-64"	"2000"	"2000"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	505	37289	1354.3
	"60-64 years "	"60-64"	"2000"	"2000"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1434	175365	817.7
	"60-64 years "	"60-64"	"2000"	"2000"	"Male"	"M"	"Black or African American"	"2054-5"	11891	482966	2462.1
	"60-64 years "	"60-64"	"2000"	"2000"	"Male"	"M"	"White"	"2106-3"	65066	4441007	1465.1
	"60-64 years "	"60-64"	"2001"	"2001"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	418	42501	983.5
	"60-64 years "	"60-64"	"2001"	"2001"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1025	213586	479.9
	"60-64 years "	"60-64"	"2001"	"2001"	"Female"	"F"	"Black or African American"	"2054-5"	9203	627585	1466.4
	"60-64 years "	"60-64"	"2001"	"2001"	"Female"	"F"	"White"	"2106-3"	44813	4950498	905.2
	"60-64 years "	"60-64"	"2001"	"2001"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	529	39532	1338.2
	"60-64 years "	"60-64"	"2001"	"2001"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1474	189403	778.2
	"60-64 years "	"60-64"	"2001"	"2001"	"Male"	"M"	"Black or African American"	"2054-5"	11921	497250	2397.4
	"60-64 years "	"60-64"	"2001"	"2001"	"Male"	"M"	"White"	"2106-3"	65233	4575965	1425.6
	"60-64 years "	"60-64"	"2002"	"2002"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	432	44829	963.7
	"60-64 years "	"60-64"	"2002"	"2002"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1057	227434	464.8
	"60-64 years "	"60-64"	"2002"	"2002"	"Female"	"F"	"Black or African American"	"2054-5"	9193	646736	1421.4
	"60-64 years "	"60-64"	"2002"	"2002"	"Female"	"F"	"White"	"2106-3"	45686	5132669	890.1
	"60-64 years "	"60-64"	"2002"	"2002"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	560	41813	1339.3
	"60-64 years "	"60-64"	"2002"	"2002"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1507	200717	750.8
	"60-64 years "	"60-64"	"2002"	"2002"	"Male"	"M"	"Black or African American"	"2054-5"	12450	512278	2430.3
	"60-64 years "	"60-64"	"2002"	"2002"	"Male"	"M"	"White"	"2106-3"	67016	4753789	1409.7
	"60-64 years "	"60-64"	"2003"	"2003"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	498	47793	1042.0
	"60-64 years "	"60-64"	"2003"	"2003"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1077	240981	446.9
	"60-64 years "	"60-64"	"2003"	"2003"	"Female"	"F"	"Black or African American"	"2054-5"	9635	672417	1432.9
	"60-64 years "	"60-64"	"2003"	"2003"	"Female"	"F"	"White"	"2106-3"	47697	5416272	880.6
	"60-64 years "	"60-64"	"2003"	"2003"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	593	44538	1331.4
	"60-64 years "	"60-64"	"2003"	"2003"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1546	211541	730.8
	"60-64 years "	"60-64"	"2003"	"2003"	"Male"	"M"	"Black or African American"	"2054-5"	12730	533618	2385.6
	"60-64 years "	"60-64"	"2003"	"2003"	"Male"	"M"	"White"	"2106-3"	69404	5027228	1380.6
	"60-64 years "	"60-64"	"2004"	"2004"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	452	50693	891.6
	"60-64 years "	"60-64"	"2004"	"2004"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1069	257719	414.8
	"60-64 years "	"60-64"	"2004"	"2004"	"Female"	"F"	"Black or African American"	"2054-5"	9448	697668	1354.2
	"60-64 years "	"60-64"	"2004"	"2004"	"Female"	"F"	"White"	"2106-3"	47933	5631718	851.1
	"60-64 years "	"60-64"	"2004"	"2004"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	615	47163	1304.0
	"60-64 years "	"60-64"	"2004"	"2004"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1507	223618	673.9
	"60-64 years "	"60-64"	"2004"	"2004"	"Male"	"M"	"Black or African American"	"2054-5"	12706	555039	2289.2
	"60-64 years "	"60-64"	"2004"	"2004"	"Male"	"M"	"White"	"2106-3"	69804	5234510	1333.5
	"60-64 years "	"60-64"	"2005"	"2005"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	502	53731	934.3
	"60-64 years "	"60-64"	"2005"	"2005"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1270	274908	462.0
	"60-64 years "	"60-64"	"2005"	"2005"	"Female"	"F"	"Black or African American"	"2054-5"	9663	719487	1343.0
	"60-64 years "	"60-64"	"2005"	"2005"	"Female"	"F"	"White"	"2106-3"	48947	5812425	842.1
	"60-64 years "	"60-64"	"2005"	"2005"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	663	49695	1334.1
	"60-64 years "	"60-64"	"2005"	"2005"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1622	235732	688.1
	"60-64 years "	"60-64"	"2005"	"2005"	"Male"	"M"	"Black or African American"	"2054-5"	13097	574127	2281.2
	"60-64 years "	"60-64"	"2005"	"2005"	"Male"	"M"	"White"	"2106-3"	72059	5418172	1330.0
	"60-64 years "	"60-64"	"2006"	"2006"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	501	56589	885.3
	"60-64 years "	"60-64"	"2006"	"2006"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1229	293913	418.2
	"60-64 years "	"60-64"	"2006"	"2006"	"Female"	"F"	"Black or African American"	"2054-5"	9584	743039	1289.8
	"60-64 years "	"60-64"	"2006"	"2006"	"Female"	"F"	"White"	"2106-3"	49420	5965448	828.4
	"60-64 years "	"60-64"	"2006"	"2006"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	636	52463	1212.3
	"60-64 years "	"60-64"	"2006"	"2006"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1722	249982	688.8
	"60-64 years "	"60-64"	"2006"	"2006"	"Male"	"M"	"Black or African American"	"2054-5"	13030	595512	2188.0
	"60-64 years "	"60-64"	"2006"	"2006"	"Male"	"M"	"White"	"2106-3"	72226	5576307	1295.2
	"60-64 years "	"60-64"	"2007"	"2007"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	509	62227	818.0
	"60-64 years "	"60-64"	"2007"	"2007"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1292	320756	402.8
	"60-64 years "	"60-64"	"2007"	"2007"	"Female"	"F"	"Black or African American"	"2054-5"	9833	793799	1238.7
	"60-64 years "	"60-64"	"2007"	"2007"	"Female"	"F"	"White"	"2106-3"	50990	6462416	789.0
	"60-64 years "	"60-64"	"2007"	"2007"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	672	58063	1157.4
	"60-64 years "	"60-64"	"2007"	"2007"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1684	270335	622.9
	"60-64 years "	"60-64"	"2007"	"2007"	"Male"	"M"	"Black or African American"	"2054-5"	13659	640748	2131.7
	"60-64 years "	"60-64"	"2007"	"2007"	"Male"	"M"	"White"	"2106-3"	76013	6065318	1253.2
	"60-64 years "	"60-64"	"2008"	"2008"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	533	67086	794.5
	"60-64 years "	"60-64"	"2008"	"2008"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1373	351742	390.3
	"60-64 years "	"60-64"	"2008"	"2008"	"Female"	"F"	"Black or African American"	"2054-5"	10253	842295	1217.3
	"60-64 years "	"60-64"	"2008"	"2008"	"Female"	"F"	"White"	"2106-3"	53188	6718402	791.7
	"60-64 years "	"60-64"	"2008"	"2008"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	723	62748	1152.2
	"60-64 years "	"60-64"	"2008"	"2008"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1907	293458	649.8
	"60-64 years "	"60-64"	"2008"	"2008"	"Male"	"M"	"Black or African American"	"2054-5"	13936	684132	2037.0
	"60-64 years "	"60-64"	"2008"	"2008"	"Male"	"M"	"White"	"2106-3"	79561	6322632	1258.4
	"60-64 years "	"60-64"	"2009"	"2009"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	522	72281	722.2
	"60-64 years "	"60-64"	"2009"	"2009"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1444	383850	376.2
	"60-64 years "	"60-64"	"2009"	"2009"	"Female"	"F"	"Black or African American"	"2054-5"	10668	903218	1181.1
	"60-64 years "	"60-64"	"2009"	"2009"	"Female"	"F"	"White"	"2106-3"	54032	7023975	769.3
	"60-64 years "	"60-64"	"2009"	"2009"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	769	67586	1137.8
	"60-64 years "	"60-64"	"2009"	"2009"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1986	317439	625.6
	"60-64 years "	"60-64"	"2009"	"2009"	"Male"	"M"	"Black or African American"	"2054-5"	14870	735452	2021.9
	"60-64 years "	"60-64"	"2009"	"2009"	"Male"	"M"	"White"	"2106-3"	81310	6621196	1228.0
	"60-64 years "	"60-64"	"2010"	"2010"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	571	76547	745.9
	"60-64 years "	"60-64"	"2010"	"2010"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1560	412545	378.1
	"60-64 years "	"60-64"	"2010"	"2010"	"Female"	"F"	"Black or African American"	"2054-5"	11051	959495	1151.8
	"60-64 years "	"60-64"	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	55139	7291837	756.2
	"60-64 years "	"60-64"	"2010"	"2010"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	753	71887	1047.5
	"60-64 years "	"60-64"	"2010"	"2010"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	2147	339601	632.2
	"60-64 years "	"60-64"	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	15519	784603	1977.9
	"60-64 years "	"60-64"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	84101	6881409	1222.1
	"60-64 years "	"60-64"	"2011"	"2011"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	640	83582	765.7
	"60-64 years "	"60-64"	"2011"	"2011"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1660	446739	371.6
	"60-64 years "	"60-64"	"2011"	"2011"	"Female"	"F"	"Black or African American"	"2054-5"	11724	1041563	1125.6
	"60-64 years "	"60-64"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	57507	7692554	747.6
	"60-64 years "	"60-64"	"2011"	"2011"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	795	78099	1017.9
	"60-64 years "	"60-64"	"2011"	"2011"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	2210	363824	607.4
	"60-64 years "	"60-64"	"2011"	"2011"	"Male"	"M"	"Black or African American"	"2054-5"	16628	849845	1956.6
	"60-64 years "	"60-64"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	87879	7250386	1212.1
	"60-64 years "	"60-64"	"2012"	"2012"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	598	86321	692.8
	"60-64 years "	"60-64"	"2012"	"2012"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1734	468098	370.4
	"60-64 years "	"60-64"	"2012"	"2012"	"Female"	"F"	"Black or African American"	"2054-5"	12069	1077411	1120.2
	"60-64 years "	"60-64"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	57019	7647370	745.6
	"60-64 years "	"60-64"	"2012"	"2012"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	842	79397	1060.5
	"60-64 years "	"60-64"	"2012"	"2012"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	2353	380402	618.6
	"60-64 years "	"60-64"	"2012"	"2012"	"Male"	"M"	"Black or African American"	"2054-5"	17126	876189	1954.6
	"60-64 years "	"60-64"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	88887	7198497	1234.8
	"60-64 years "	"60-64"	"2013"	"2013"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	645	90111	715.8
	"60-64 years "	"60-64"	"2013"	"2013"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1751	488372	358.5
	"60-64 years "	"60-64"	"2013"	"2013"	"Female"	"F"	"Black or African American"	"2054-5"	12818	1114478	1150.1
	"60-64 years "	"60-64"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	57603	7754667	742.8
	"60-64 years "	"60-64"	"2013"	"2013"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	922	82638	1115.7
	"60-64 years "	"60-64"	"2013"	"2013"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	2563	397653	644.5
	"60-64 years "	"60-64"	"2013"	"2013"	"Male"	"M"	"Black or African American"	"2054-5"	18078	906118	1995.1
	"60-64 years "	"60-64"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	90766	7287964	1245.4
	"60-64 years "	"60-64"	"2014"	"2014"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	684	94641	722.7
	"60-64 years "	"60-64"	"2014"	"2014"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1756	512921	342.4
	"60-64 years "	"60-64"	"2014"	"2014"	"Female"	"F"	"Black or African American"	"2054-5"	13442	1156610	1162.2
	"60-64 years "	"60-64"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	59550	7924066	751.5
	"60-64 years "	"60-64"	"2014"	"2014"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	1033	86238	1197.8
	"60-64 years "	"60-64"	"2014"	"2014"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	2645	417530	633.5
	"60-64 years "	"60-64"	"2014"	"2014"	"Male"	"M"	"Black or African American"	"2054-5"	18666	940391	1984.9
	"60-64 years "	"60-64"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	93862	7433735	1262.6
	"60-64 years "	"60-64"	"2015"	"2015"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	748	99327	753.1
	"60-64 years "	"60-64"	"2015"	"2015"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1911	535615	356.8
	"60-64 years "	"60-64"	"2015"	"2015"	"Female"	"F"	"Black or African American"	"2054-5"	13763	1197771	1149.1
	"60-64 years "	"60-64"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	61320	8119984	755.2
	"60-64 years "	"60-64"	"2015"	"2015"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	1045	90470	1155.1
	"60-64 years "	"60-64"	"2015"	"2015"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	2767	436945	633.3
	"60-64 years "	"60-64"	"2015"	"2015"	"Male"	"M"	"Black or African American"	"2054-5"	19547	977038	2000.6
	"60-64 years "	"60-64"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	97095	7612727	1275.4
	"60-64 years "	"60-64"	"2016"	"2016"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	789	104463	755.3
	"60-64 years "	"60-64"	"2016"	"2016"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	2096	553431	378.7
	"60-64 years "	"60-64"	"2016"	"2016"	"Female"	"F"	"Black or African American"	"2054-5"	14504	1237200	1172.3
	"60-64 years "	"60-64"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	63176	8272310	763.7
	"60-64 years "	"60-64"	"2016"	"2016"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	1101	94634	1163.4
	"60-64 years "	"60-64"	"2016"	"2016"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	2911	453130	642.4
	"60-64 years "	"60-64"	"2016"	"2016"	"Male"	"M"	"Black or African American"	"2054-5"	20392	1013024	2013.0
	"60-64 years "	"60-64"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	99330	7754844	1280.9
	"60-64 years "	"60-64"	"2017"	"2017"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	832	109705	758.4
	"60-64 years "	"60-64"	"2017"	"2017"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	2039	581295	350.8
	"60-64 years "	"60-64"	"2017"	"2017"	"Female"	"F"	"Black or African American"	"2054-5"	15032	1290511	1164.8
	"60-64 years "	"60-64"	"2017"	"2017"	"Female"	"F"	"White"	"2106-3"	65057	8448908	770.0
	"60-64 years "	"60-64"	"2017"	"2017"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	1144	99968	1144.4
	"60-64 years "	"60-64"	"2017"	"2017"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	2973	476740	623.6
	"60-64 years "	"60-64"	"2017"	"2017"	"Male"	"M"	"Black or African American"	"2054-5"	21131	1059505	1994.4
	"60-64 years "	"60-64"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	101700	7921070	1283.9
	"60-64 years "	"60-64"	"2018"	"2018"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	821	114478	717.2
	"60-64 years "	"60-64"	"2018"	"2018"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	2082	595420	349.7
	"60-64 years "	"60-64"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	15505	1326621	1168.8
	"60-64 years "	"60-64"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	65453	8565596	764.1
	"60-64 years "	"60-64"	"2018"	"2018"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	1192	104029	1145.8
	"60-64 years "	"60-64"	"2018"	"2018"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	3185	489027	651.3
	"60-64 years "	"60-64"	"2018"	"2018"	"Male"	"M"	"Black or African American"	"2054-5"	21699	1094562	1982.4
	"60-64 years "	"60-64"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	103936	8041918	1292.4
	"60-64 years "	"60-64"	"2019"	"2019"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	874	118299	738.8
	"60-64 years "	"60-64"	"2019"	"2019"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	2154	605749	355.6
	"60-64 years "	"60-64"	"2019"	"2019"	"Female"	"F"	"Black or African American"	"2054-5"	15747	1358856	1158.8
	"60-64 years "	"60-64"	"2019"	"2019"	"Female"	"F"	"White"	"2106-3"	66839	8631512	774.4
	"60-64 years "	"60-64"	"2019"	"2019"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	1198	107709	1112.3
	"60-64 years "	"60-64"	"2019"	"2019"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	3244	500179	648.6
	"60-64 years "	"60-64"	"2019"	"2019"	"Male"	"M"	"Black or African American"	"2054-5"	22062	1125454	1960.3
	"60-64 years "	"60-64"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	104366	8123388	1284.8
	"60-64 years "	"60-64"	"2020 "	"2020"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	1248	122369	1019.9
	"60-64 years "	"60-64"	"2020 "	"2020"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	2616	616228	424.5
	"60-64 years "	"60-64"	"2020 "	"2020"	"Female"	"F"	"Black or African American"	"2054-5"	19778	1389255	1423.6
	"60-64 years "	"60-64"	"2020 "	"2020"	"Female"	"F"	"White"	"2106-3"	76212	8695220	876.5
	"60-64 years "	"60-64"	"2020 "	"2020"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	1660	111514	1488.6
	"60-64 years "	"60-64"	"2020 "	"2020"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	4423	512942	862.3
	"60-64 years "	"60-64"	"2020 "	"2020"	"Male"	"M"	"Black or African American"	"2054-5"	28615	1153836	2480.0
	"60-64 years "	"60-64"	"2020 "	"2020"	"Male"	"M"	"White"	"2106-3"	122769	8199214	1497.3
	"65-69 years"	"65-69"	"1999"	"1999"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	479	28606	1674.5
	"65-69 years"	"65-69"	"1999"	"1999"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1348	162305	830.5
	"65-69 years"	"65-69"	"1999"	"1999"	"Female"	"F"	"Black or African American"	"2054-5"	11599	519753	2231.6
	"65-69 years"	"65-69"	"1999"	"1999"	"Female"	"F"	"White"	"2106-3"	65740	4431324	1483.5
	"65-69 years"	"65-69"	"1999"	"1999"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	558	24113	2314.1
	"65-69 years"	"65-69"	"1999"	"1999"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1589	125044	1270.8
	"65-69 years"	"65-69"	"1999"	"1999"	"Male"	"M"	"Black or African American"	"2054-5"	13862	385148	3599.1
	"65-69 years"	"65-69"	"1999"	"1999"	"Male"	"M"	"White"	"2106-3"	91520	3865205	2367.8
	"65-69 years"	"65-69"	"2000"	"2000"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	493	30645	1608.7
	"65-69 years"	"65-69"	"2000"	"2000"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1337	167552	798.0
	"65-69 years"	"65-69"	"2000"	"2000"	"Female"	"F"	"Black or African American"	"2054-5"	11559	520829	2219.3
	"65-69 years"	"65-69"	"2000"	"2000"	"Female"	"F"	"White"	"2106-3"	64415	4414157	1459.3
	"65-69 years"	"65-69"	"2000"	"2000"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	556	26251	2118.0
	"65-69 years"	"65-69"	"2000"	"2000"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1692	130742	1294.2
	"65-69 years"	"65-69"	"2000"	"2000"	"Male"	"M"	"Black or African American"	"2054-5"	13505	384337	3513.8
	"65-69 years"	"65-69"	"2000"	"2000"	"Male"	"M"	"White"	"2106-3"	88182	3859032	2285.1
	"65-69 years"	"65-69"	"2001"	"2001"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	514	32286	1592.0
	"65-69 years"	"65-69"	"2001"	"2001"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1484	176714	839.8
	"65-69 years"	"65-69"	"2001"	"2001"	"Female"	"F"	"Black or African American"	"2054-5"	11604	535543	2166.8
	"65-69 years"	"65-69"	"2001"	"2001"	"Female"	"F"	"White"	"2106-3"	62520	4390075	1424.1
	"65-69 years"	"65-69"	"2001"	"2001"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	546	27659	1974.0
	"65-69 years"	"65-69"	"2001"	"2001"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1713	140996	1214.9
	"65-69 years"	"65-69"	"2001"	"2001"	"Male"	"M"	"Black or African American"	"2054-5"	13763	398238	3456.0
	"65-69 years"	"65-69"	"2001"	"2001"	"Male"	"M"	"White"	"2106-3"	86088	3860722	2229.8
	"65-69 years"	"65-69"	"2002"	"2002"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	505	33537	1505.8
	"65-69 years"	"65-69"	"2002"	"2002"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1428	185184	771.1
	"65-69 years"	"65-69"	"2002"	"2002"	"Female"	"F"	"Black or African American"	"2054-5"	11318	544119	2080.1
	"65-69 years"	"65-69"	"2002"	"2002"	"Female"	"F"	"White"	"2106-3"	61750	4400974	1403.1
	"65-69 years"	"65-69"	"2002"	"2002"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	590	29231	2018.4
	"65-69 years"	"65-69"	"2002"	"2002"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1794	150682	1190.6
	"65-69 years"	"65-69"	"2002"	"2002"	"Male"	"M"	"Black or African American"	"2054-5"	13465	407500	3304.3
	"65-69 years"	"65-69"	"2002"	"2002"	"Male"	"M"	"White"	"2106-3"	84741	3887254	2180.0
	"65-69 years"	"65-69"	"2003"	"2003"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	528	35131	1502.9
	"65-69 years"	"65-69"	"2003"	"2003"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1439	193480	743.7
	"65-69 years"	"65-69"	"2003"	"2003"	"Female"	"F"	"Black or African American"	"2054-5"	11203	554525	2020.3
	"65-69 years"	"65-69"	"2003"	"2003"	"Female"	"F"	"White"	"2106-3"	61332	4470570	1371.9
	"65-69 years"	"65-69"	"2003"	"2003"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	583	30976	1882.1
	"65-69 years"	"65-69"	"2003"	"2003"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1875	160657	1167.1
	"65-69 years"	"65-69"	"2003"	"2003"	"Male"	"M"	"Black or African American"	"2054-5"	13544	417661	3242.8
	"65-69 years"	"65-69"	"2003"	"2003"	"Male"	"M"	"White"	"2106-3"	84313	3967796	2124.9
	"65-69 years"	"65-69"	"2004"	"2004"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	530	36994	1432.7
	"65-69 years"	"65-69"	"2004"	"2004"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1447	202437	714.8
	"65-69 years"	"65-69"	"2004"	"2004"	"Female"	"F"	"Black or African American"	"2054-5"	10926	564536	1935.4
	"65-69 years"	"65-69"	"2004"	"2004"	"Female"	"F"	"White"	"2106-3"	60626	4566451	1327.6
	"65-69 years"	"65-69"	"2004"	"2004"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	647	32841	1970.1
	"65-69 years"	"65-69"	"2004"	"2004"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1818	171379	1060.8
	"65-69 years"	"65-69"	"2004"	"2004"	"Male"	"M"	"Black or African American"	"2054-5"	13384	427949	3127.5
